"year","Month","Crops","value"
"2016","October","Tomato",251.982
"2016","October","Watermelon",251.982
"2016","September","Asparagus",559.647
"2016","September","Cabbage",859.647
"2016","September","Cantaloupe",145.086
"2016","September","Carrot",859.647
"2016","September","Cauliflower",859.647
"2016","September","Cucumber",266.95
"2016","September","Eggplant",559.647
"2016","September","Lettuce",859.647
"2016","September","Onion",859.647
"2016","September","Peas",889.647
"2016","September","Potato",1099.647
"2016","September","Pumpkin",266.95
"2016","September","Radish",859.647
"2016","September","Spinach",1009.647
"2016","September","Squash",266.95
"2016","September","Sweet_corn",559.647
"2016","September","Sweet_Potato",145.086
"2016","September","Tomato",559.647
"2016","September","Watermelon",559.647
"2017","April","Asparagus",154.782
"2017","April","Cabbage",396.624
"2017","April","Cantaloupe",7.21499999999991
"2017","April","Carrot",396.624
"2017","April","Cauliflower",396.624
"2017","April","Cucumber",25.7059999999999
"2017","April","Eggplant",154.782
"2017","April","Lettuce",396.624
"2017","April","Onion",396.624
"2017","April","Peas",426.624
"2017","April","Potato",636.624
"2017","April","Pumpkin",25.7059999999999
"2017","April","Radish",396.624
"2017","April","Spinach",546.624
"2017","April","Squash",25.7059999999999
"2017","April","Sweet_corn",154.782
"2017","April","Sweet_Potato",7.21499999999991
"2017","April","Tomato",154.782
"2017","April","Watermelon",154.782
"2017","August","Asparagus",574.38
"2017","August","Cabbage",884.38
"2017","August","Cantaloupe",113.178
"2017","August","Carrot",884.38
"2017","August","Cauliflower",884.38
"2017","August","Cucumber",264.38
"2017","August","Eggplant",574.38
"2017","August","Lettuce",884.38
"2017","August","Onion",884.38
"2017","August","Peas",915.38
"2017","August","Potato",1132.38
"2017","August","Pumpkin",264.38
"2017","August","Radish",884.38
"2017","August","Spinach",1039.38
"2017","August","Squash",264.38
"2017","August","Sweet_corn",574.38
"2017","August","Sweet_Potato",113.178
"2017","August","Tomato",574.38
"2017","August","Watermelon",574.38
"2017","July","Asparagus",791.288999999999
"2017","July","Cabbage",1101.289
"2017","July","Cantaloupe",326.288999999999
"2017","July","Carrot",1101.289
"2017","July","Cauliflower",1101.289
"2017","July","Cucumber",481.288999999999
"2017","July","Eggplant",791.288999999999
"2017","July","Lettuce",1101.289
"2017","July","Onion",1101.289
"2017","July","Peas",1132.289
"2017","July","Potato",1349.289
"2017","July","Pumpkin",481.288999999999
"2017","July","Radish",1101.289
"2017","July","Spinach",1256.289
"2017","July","Squash",481.288999999999
"2017","July","Sweet_corn",791.288999999999
"2017","July","Sweet_Potato",326.288999999999
"2017","July","Tomato",791.288999999999
"2017","July","Watermelon",791.288999999999
"2017","June","Asparagus",673.929
"2017","June","Cabbage",973.929
"2017","June","Cantaloupe",236.064
"2017","June","Carrot",973.929
"2017","June","Cauliflower",973.929
"2017","June","Cucumber",373.929
"2017","June","Eggplant",673.929
"2017","June","Lettuce",973.929
"2017","June","Onion",973.929
"2017","June","Peas",1003.929
"2017","June","Potato",1213.929
"2017","June","Pumpkin",373.929
"2017","June","Radish",973.929
"2017","June","Spinach",1123.929
"2017","June","Squash",373.929
"2017","June","Sweet_corn",673.929
"2017","June","Sweet_Potato",236.064
"2017","June","Tomato",673.929
"2017","June","Watermelon",673.929
"2017","May","Asparagus",324.846
"2017","May","Cabbage",627.781
"2017","May","Cantaloupe",37.0079999999999
"2017","May","Carrot",627.781
"2017","May","Cauliflower",627.781
"2017","May","Cucumber",95.6439999999997
"2017","May","Eggplant",324.846
"2017","May","Lettuce",627.781
"2017","May","Onion",627.781
"2017","May","Peas",658.780999999999
"2017","May","Potato",875.780999999999
"2017","May","Pumpkin",95.6439999999997
"2017","May","Radish",627.781
"2017","May","Spinach",782.780999999999
"2017","May","Squash",95.6439999999997
"2017","May","Sweet_corn",324.846
"2017","May","Sweet_Potato",37.0079999999999
"2017","May","Tomato",324.846
"2017","May","Watermelon",324.846
"2017","October","Asparagus",221.022
"2017","October","Cabbage",472.958
"2017","October","Cantaloupe",14.538
"2017","October","Carrot",472.958
"2017","October","Cauliflower",472.958
"2017","October","Cucumber",51.1439999999999
"2017","October","Eggplant",221.022
"2017","October","Lettuce",472.958
"2017","October","Onion",472.958
"2017","October","Peas",499.428
"2017","October","Potato",699.102
"2017","October","Pumpkin",51.1439999999999
"2017","October","Radish",472.958
"2017","October","Spinach",610.626
"2017","October","Squash",51.1439999999999
"2017","October","Sweet_corn",221.022
"2017","October","Sweet_Potato",14.538
"2017","October","Tomato",221.022
"2017","October","Watermelon",221.022
"2017","September","Asparagus",537.561
"2017","September","Cabbage",837.561
"2017","September","Cantaloupe",139.314
"2017","September","Carrot",837.561
"2017","September","Cauliflower",837.561
"2017","September","Cucumber",248.024
"2017","September","Eggplant",537.561
"2017","September","Lettuce",837.561
"2017","September","Onion",837.561
"2017","September","Peas",867.561
"2017","September","Potato",1077.561
"2017","September","Pumpkin",248.024
"2017","September","Radish",837.561
"2017","September","Spinach",987.561
"2017","September","Squash",248.024
"2017","September","Sweet_corn",537.561
"2017","September","Sweet_Potato",139.314
"2017","September","Tomato",537.561
"2017","September","Watermelon",537.561
"2018","April","Asparagus",59.3099999999998
"2018","April","Cabbage",190.374
"2018","April","Cantaloupe",1.73999999999999
"2018","April","Carrot",190.374
"2018","April","Cauliflower",190.374
"2018","April","Cucumber",6.73999999999999
"2018","April","Eggplant",59.3099999999998
"2018","April","Lettuce",190.374
"2018","April","Onion",190.374
"2018","April","Peas",205.374
"2018","April","Potato",333.63
"2018","April","Pumpkin",6.73999999999999
"2018","April","Radish",190.374
"2018","April","Spinach",274.299
"2018","April","Squash",6.73999999999999
"2018","April","Sweet_corn",59.3099999999998
"2018","April","Sweet_Potato",1.73999999999999
"2018","April","Tomato",59.3099999999998
"2018","April","Watermelon",59.3099999999998
"2018","August","Asparagus",720.468
"2018","August","Cabbage",1030.468
"2018","August","Cantaloupe",255.468
"2018","August","Carrot",1030.468
"2018","August","Cauliflower",1030.468
"2018","August","Cucumber",410.468
"2018","August","Eggplant",720.468
"2018","August","Lettuce",1030.468
"2018","August","Onion",1030.468
"2018","August","Peas",1061.468
"2018","August","Potato",1278.468
"2018","August","Pumpkin",410.468
"2018","August","Radish",1030.468
"2018","August","Spinach",1185.468
"2018","August","Squash",410.468
"2018","August","Sweet_corn",720.468
"2018","August","Sweet_Potato",255.468
"2018","August","Tomato",720.468
"2018","August","Watermelon",720.468
"2018","July","Asparagus",728.712
"2018","July","Cabbage",1038.712
"2018","July","Cantaloupe",263.711999999999
"2018","July","Carrot",1038.712
"2018","July","Cauliflower",1038.712
"2018","July","Cucumber",418.712
"2018","July","Eggplant",728.712
"2018","July","Lettuce",1038.712
"2018","July","Onion",1038.712
"2018","July","Peas",1069.712
"2018","July","Potato",1286.712
"2018","July","Pumpkin",418.712
"2018","July","Radish",1038.712
"2018","July","Spinach",1193.712
"2018","July","Squash",418.712
"2018","July","Sweet_corn",728.712
"2018","July","Sweet_Potato",263.711999999999
"2018","July","Tomato",728.712
"2018","July","Watermelon",728.712
"2018","June","Asparagus",720.27
"2018","June","Cabbage",1020.27
"2018","June","Cantaloupe",270.27
"2018","June","Carrot",1020.27
"2018","June","Cauliflower",1020.27
"2018","June","Cucumber",420.269999999999
"2018","June","Eggplant",720.27
"2018","June","Lettuce",1020.27
"2018","June","Onion",1020.27
"2018","June","Peas",1050.27
"2018","June","Potato",1260.27
"2018","June","Pumpkin",420.269999999999
"2018","June","Radish",1020.27
"2018","June","Spinach",1170.27
"2018","June","Squash",420.269999999999
"2018","June","Sweet_corn",720.27
"2018","June","Sweet_Potato",270.27
"2018","June","Tomato",720.27
"2018","June","Watermelon",720.27
"2018","May","Asparagus",588.384
"2018","May","Cabbage",898.384
"2018","May","Cantaloupe",161.457
"2018","May","Carrot",898.384
"2018","May","Cauliflower",898.384
"2018","May","Cucumber",293.462
"2018","May","Eggplant",588.384
"2018","May","Lettuce",898.384
"2018","May","Onion",898.384
"2018","May","Peas",929.384
"2018","May","Potato",1146.384
"2018","May","Pumpkin",293.462
"2018","May","Radish",898.384
"2018","May","Spinach",1053.384
"2018","May","Squash",293.462
"2018","May","Sweet_corn",588.384
"2018","May","Sweet_Potato",161.457
"2018","May","Tomato",588.384
"2018","May","Watermelon",588.384
"2018","October","Asparagus",97.65
"2018","October","Cabbage",312.724
"2018","October","Cantaloupe",11.412
"2018","October","Carrot",312.724
"2018","October","Cauliflower",312.724
"2018","October","Cucumber",26.412
"2018","October","Eggplant",97.65
"2018","October","Lettuce",312.724
"2018","October","Onion",312.724
"2018","October","Peas",340.962
"2018","October","Potato",557.559
"2018","October","Pumpkin",26.412
"2018","October","Radish",312.724
"2018","October","Spinach",464.559
"2018","October","Squash",26.412
"2018","October","Sweet_corn",97.65
"2018","October","Sweet_Potato",11.412
"2018","October","Tomato",97.65
"2018","October","Watermelon",97.65
"2018","September","Asparagus",494.955
"2018","September","Cabbage",789.042
"2018","September","Cantaloupe",139.596
"2018","September","Carrot",789.042
"2018","September","Cauliflower",789.042
"2018","September","Cucumber",237.11
"2018","September","Eggplant",494.955
"2018","September","Lettuce",789.042
"2018","September","Onion",789.042
"2018","September","Peas",819.042
"2018","September","Potato",1029.042
"2018","September","Pumpkin",237.11
"2018","September","Radish",789.042
"2018","September","Spinach",939.042
"2018","September","Squash",237.11
"2018","September","Sweet_corn",494.955
"2018","September","Sweet_Potato",139.596
"2018","September","Tomato",494.955
"2018","September","Watermelon",494.955
"2019","April","Asparagus",115.83
"2019","April","Cabbage",335.593
"2019","April","Cantaloupe",2.532
"2019","April","Carrot",335.593
"2019","April","Cauliflower",335.593
"2019","April","Cucumber",14.62
"2019","April","Eggplant",115.83
"2019","April","Lettuce",335.593
"2019","April","Onion",335.593
"2019","April","Peas",364.009
"2019","April","Potato",571.959
"2019","April","Pumpkin",14.62
"2019","April","Radish",335.593
"2019","April","Spinach",481.959
"2019","April","Squash",14.62
"2019","April","Sweet_corn",115.83
"2019","April","Sweet_Potato",2.532
"2019","April","Tomato",115.83
"2019","April","Watermelon",115.83
"2019","August","Asparagus",635.265
"2019","August","Cabbage",945.265
"2019","August","Cantaloupe",175.002
"2019","August","Carrot",945.265
"2019","August","Cauliflower",945.265
"2019","August","Cucumber",325.265
"2019","August","Eggplant",635.265
"2019","August","Lettuce",945.265
"2019","August","Onion",945.265
"2019","August","Peas",976.265
"2019","August","Potato",1193.265
"2019","August","Pumpkin",325.265
"2019","August","Radish",945.265
"2019","August","Spinach",1100.265
"2019","August","Squash",325.265
"2019","August","Sweet_corn",635.265
"2019","August","Sweet_Potato",175.002
"2019","August","Tomato",635.265
"2019","August","Watermelon",635.265
"2019","July","Asparagus",807.093
"2019","July","Cabbage",1117.093
"2019","July","Cantaloupe",342.093
"2019","July","Carrot",1117.093
"2019","July","Cauliflower",1117.093
"2019","July","Cucumber",497.093
"2019","July","Eggplant",807.093
"2019","July","Lettuce",1117.093
"2019","July","Onion",1117.093
"2019","July","Peas",1148.093
"2019","July","Potato",1365.093
"2019","July","Pumpkin",497.093
"2019","July","Radish",1117.093
"2019","July","Spinach",1272.093
"2019","July","Squash",497.093
"2019","July","Sweet_corn",807.093
"2019","July","Sweet_Potato",342.093
"2019","July","Tomato",807.093
"2019","July","Watermelon",807.093
"2019","June","Asparagus",618.677999999999
"2019","June","Cabbage",918.677999999999
"2019","June","Cantaloupe",174.140999999999
"2019","June","Carrot",918.677999999999
"2019","June","Cauliflower",918.677999999999
"2019","June","Cucumber",318.677999999999
"2019","June","Eggplant",618.677999999999
"2019","June","Lettuce",918.677999999999
"2019","June","Onion",918.677999999999
"2019","June","Peas",948.677999999999
"2019","June","Potato",1158.678
"2019","June","Pumpkin",318.677999999999
"2019","June","Radish",918.677999999999
"2019","June","Spinach",1068.678
"2019","June","Squash",318.677999999999
"2019","June","Sweet_corn",618.677999999999
"2019","June","Sweet_Potato",174.140999999999
"2019","June","Tomato",618.677999999999
"2019","June","Watermelon",618.677999999999
"2019","May","Asparagus",283.968
"2019","May","Cabbage",581.593
"2019","May","Cantaloupe",37.0889999999998
"2019","May","Carrot",581.593
"2019","May","Cauliflower",581.593
"2019","May","Cucumber",97.3019999999998
"2019","May","Eggplant",283.968
"2019","May","Lettuce",581.593
"2019","May","Onion",581.593
"2019","May","Peas",612.593
"2019","May","Potato",829.593
"2019","May","Pumpkin",97.3019999999998
"2019","May","Radish",581.593
"2019","May","Spinach",736.593
"2019","May","Squash",97.3019999999998
"2019","May","Sweet_corn",283.968
"2019","May","Sweet_Potato",37.0889999999998
"2019","May","Tomato",283.968
"2019","May","Watermelon",283.968
"2019","October","Asparagus",85.7789999999998
"2019","October","Cabbage",269.358
"2019","October","Cantaloupe",11.082
"2019","October","Carrot",269.358
"2019","October","Cauliflower",269.358
"2019","October","Cucumber",19.528
"2019","October","Eggplant",85.7789999999998
"2019","October","Lettuce",269.358
"2019","October","Onion",269.358
"2019","October","Peas",295.047
"2019","October","Potato",489.555
"2019","October","Pumpkin",19.528
"2019","October","Radish",269.358
"2019","October","Spinach",404.979
"2019","October","Squash",19.528
"2019","October","Sweet_corn",85.7789999999998
"2019","October","Sweet_Potato",11.082
"2019","October","Tomato",85.7789999999998
"2019","October","Watermelon",85.7789999999998
"2019","September","Asparagus",599.085
"2019","September","Cabbage",899.085
"2019","September","Cantaloupe",167.574
"2019","September","Carrot",899.085
"2019","September","Cauliflower",899.085
"2019","September","Cucumber",299.085
"2019","September","Eggplant",599.085
"2019","September","Lettuce",899.085
"2019","September","Onion",899.085
"2019","September","Peas",929.085
"2019","September","Potato",1139.085
"2019","September","Pumpkin",299.085
"2019","September","Radish",899.085
"2019","September","Spinach",1049.085
"2019","September","Squash",299.085
"2019","September","Sweet_corn",599.085
"2019","September","Sweet_Potato",167.574
"2019","September","Tomato",599.085
"2019","September","Watermelon",599.085
"2020","April","Asparagus",99.5669999999999
"2020","April","Cabbage",291.165
"2020","April","Cantaloupe",1.56
"2020","April","Carrot",291.165
"2020","April","Cauliflower",291.165
"2020","April","Cucumber",13.244
"2020","April","Eggplant",99.5669999999999
"2020","April","Lettuce",291.165
"2020","April","Onion",291.165
"2020","April","Peas",315.248
"2020","April","Potato",499.149
"2020","April","Pumpkin",13.244
"2020","April","Radish",291.165
"2020","April","Spinach",418.296
"2020","April","Squash",13.244
"2020","April","Sweet_corn",99.5669999999999
"2020","April","Sweet_Potato",1.56
"2020","April","Tomato",99.5669999999999
"2020","April","Watermelon",99.5669999999999
"2020","August","Asparagus",706.365
"2020","August","Cabbage",1016.365
"2020","August","Cantaloupe",246.639
"2020","August","Carrot",1016.365
"2020","August","Cauliflower",1016.365
"2020","August","Cucumber",396.365
"2020","August","Eggplant",706.365
"2020","August","Lettuce",1016.365
"2020","August","Onion",1016.365
"2020","August","Peas",1047.365
"2020","August","Potato",1264.365
"2020","August","Pumpkin",396.365
"2020","August","Radish",1016.365
"2020","August","Spinach",1171.365
"2020","August","Squash",396.365
"2020","August","Sweet_corn",706.365
"2020","August","Sweet_Potato",246.639
"2020","August","Tomato",706.365
"2020","August","Watermelon",706.365
"2020","July","Asparagus",815.256
"2020","July","Cabbage",1125.256
"2020","July","Cantaloupe",350.256
"2020","July","Carrot",1125.256
"2020","July","Cauliflower",1125.256
"2020","July","Cucumber",505.256
"2020","July","Eggplant",815.256
"2020","July","Lettuce",1125.256
"2020","July","Onion",1125.256
"2020","July","Peas",1156.256
"2020","July","Potato",1373.256
"2020","July","Pumpkin",505.256
"2020","July","Radish",1125.256
"2020","July","Spinach",1280.256
"2020","July","Squash",505.256
"2020","July","Sweet_corn",815.256
"2020","July","Sweet_Potato",350.256
"2020","July","Tomato",815.256
"2020","July","Watermelon",815.256
"2020","June","Asparagus",700.641
"2020","June","Cabbage",1000.641
"2020","June","Cantaloupe",250.640999999999
"2020","June","Carrot",1000.641
"2020","June","Cauliflower",1000.641
"2020","June","Cucumber",400.641
"2020","June","Eggplant",700.641
"2020","June","Lettuce",1000.641
"2020","June","Onion",1000.641
"2020","June","Peas",1030.641
"2020","June","Potato",1240.641
"2020","June","Pumpkin",400.641
"2020","June","Radish",1000.641
"2020","June","Spinach",1150.641
"2020","June","Squash",400.641
"2020","June","Sweet_corn",700.641
"2020","June","Sweet_Potato",250.640999999999
"2020","June","Tomato",700.641
"2020","June","Watermelon",700.641
"2020","May","Asparagus",295.695
"2020","May","Cabbage",588.487
"2020","May","Cantaloupe",33.6599999999999
"2020","May","Carrot",588.487
"2020","May","Cauliflower",588.487
"2020","May","Cucumber",88.9219999999999
"2020","May","Eggplant",295.695
"2020","May","Lettuce",588.487
"2020","May","Onion",588.487
"2020","May","Peas",619.487
"2020","May","Potato",836.487
"2020","May","Pumpkin",88.9219999999999
"2020","May","Radish",588.487
"2020","May","Spinach",743.487
"2020","May","Squash",88.9219999999999
"2020","May","Sweet_corn",295.695
"2020","May","Sweet_Potato",33.6599999999999
"2020","May","Tomato",295.695
"2020","May","Watermelon",295.695
"2020","October","Asparagus",125.532
"2020","October","Cabbage",294.483
"2020","October","Cantaloupe",10.7399999999999
"2020","October","Carrot",294.483
"2020","October","Cauliflower",294.483
"2020","October","Cucumber",33.8799999999999
"2020","October","Eggplant",125.532
"2020","October","Lettuce",294.483
"2020","October","Onion",294.483
"2020","October","Peas",316.342
"2020","October","Potato",501.183
"2020","October","Pumpkin",33.8799999999999
"2020","October","Radish",294.483
"2020","October","Spinach",417.207
"2020","October","Squash",33.8799999999999
"2020","October","Sweet_corn",125.532
"2020","October","Sweet_Potato",10.7399999999999
"2020","October","Tomato",125.532
"2020","October","Watermelon",125.532
"2020","September","Asparagus",393.435
"2020","September","Cabbage",693.363
"2020","September","Cantaloupe",58.5029999999996
"2020","September","Carrot",693.363
"2020","September","Cauliflower",693.363
"2020","September","Cucumber",142.1
"2020","September","Eggplant",393.435
"2020","September","Lettuce",693.363
"2020","September","Onion",693.363
"2020","September","Peas",723.363
"2020","September","Potato",933.363
"2020","September","Pumpkin",142.1
"2020","September","Radish",693.363
"2020","September","Spinach",843.363
"2020","September","Squash",142.1
"2020","September","Sweet_corn",393.435
"2020","September","Sweet_Potato",58.5029999999996
"2020","September","Tomato",393.435
"2020","September","Watermelon",393.435
"2021","April","Asparagus",154.449
"2021","April","Cabbage",372.348
"2021","April","Cantaloupe",18.0059999999998
"2021","April","Carrot",372.348
"2021","April","Cauliflower",372.348
"2021","April","Cucumber",45.4419999999997
"2021","April","Eggplant",154.449
"2021","April","Lettuce",372.348
"2021","April","Onion",372.348
"2021","April","Peas",399.348
"2021","April","Potato",598.338
"2021","April","Pumpkin",45.4419999999997
"2021","April","Radish",372.348
"2021","April","Spinach",510.636
"2021","April","Squash",45.4419999999997
"2021","April","Sweet_corn",154.449
"2021","April","Sweet_Potato",18.0059999999998
"2021","April","Tomato",154.449
"2021","April","Watermelon",154.449
"2021","August","Asparagus",759.204
"2021","August","Cabbage",1069.204
"2021","August","Cantaloupe",294.204
"2021","August","Carrot",1069.204
"2021","August","Cauliflower",1069.204
"2021","August","Cucumber",449.204
"2021","August","Eggplant",759.204
"2021","August","Lettuce",1069.204
"2021","August","Onion",1069.204
"2021","August","Peas",1100.204
"2021","August","Potato",1317.204
"2021","August","Pumpkin",449.204
"2021","August","Radish",1069.204
"2021","August","Spinach",1224.204
"2021","August","Squash",449.204
"2021","August","Sweet_corn",759.204
"2021","August","Sweet_Potato",294.204
"2021","August","Tomato",759.204
"2021","August","Watermelon",759.204
"2021","July","Asparagus",761.157
"2021","July","Cabbage",1071.157
"2021","July","Cantaloupe",296.157
"2021","July","Carrot",1071.157
"2021","July","Cauliflower",1071.157
"2021","July","Cucumber",451.157
"2021","July","Eggplant",761.157
"2021","July","Lettuce",1071.157
"2021","July","Onion",1071.157
"2021","July","Peas",1102.157
"2021","July","Potato",1319.157
"2021","July","Pumpkin",451.157
"2021","July","Radish",1071.157
"2021","July","Spinach",1226.157
"2021","July","Squash",451.157
"2021","July","Sweet_corn",761.157
"2021","July","Sweet_Potato",296.157
"2021","July","Tomato",761.157
"2021","July","Watermelon",761.157
"2021","June","Asparagus",739.539
"2021","June","Cabbage",1039.539
"2021","June","Cantaloupe",294.462
"2021","June","Carrot",1039.539
"2021","June","Cauliflower",1039.539
"2021","June","Cucumber",439.539
"2021","June","Eggplant",739.539
"2021","June","Lettuce",1039.539
"2021","June","Onion",1039.539
"2021","June","Peas",1069.539
"2021","June","Potato",1279.539
"2021","June","Pumpkin",439.539
"2021","June","Radish",1039.539
"2021","June","Spinach",1189.539
"2021","June","Squash",439.539
"2021","June","Sweet_corn",739.539
"2021","June","Sweet_Potato",294.462
"2021","June","Tomato",739.539
"2021","June","Watermelon",739.539
"2021","May","Asparagus",318.015
"2021","May","Cabbage",620.302
"2021","May","Cantaloupe",66.324
"2021","May","Carrot",620.302
"2021","May","Cauliflower",620.302
"2021","May","Cucumber",123.754
"2021","May","Eggplant",318.015
"2021","May","Lettuce",620.302
"2021","May","Onion",620.302
"2021","May","Peas",651.302
"2021","May","Potato",868.302
"2021","May","Pumpkin",123.754
"2021","May","Radish",620.302
"2021","May","Spinach",775.302
"2021","May","Squash",123.754
"2021","May","Sweet_corn",318.015
"2021","May","Sweet_Potato",66.324
"2021","May","Tomato",318.015
"2021","May","Watermelon",318.015
"2021","October","Asparagus",255.303
"2021","October","Cabbage",522.354999999999
"2021","October","Cantaloupe",33.0809999999999
"2021","October","Carrot",522.354999999999
"2021","October","Cauliflower",522.354999999999
"2021","October","Cucumber",85.308
"2021","October","Eggplant",255.303
"2021","October","Lettuce",522.354999999999
"2021","October","Onion",522.354999999999
"2021","October","Peas",553.354999999999
"2021","October","Potato",770.354999999999
"2021","October","Pumpkin",85.308
"2021","October","Radish",522.354999999999
"2021","October","Spinach",677.354999999999
"2021","October","Squash",85.308
"2021","October","Sweet_corn",255.303
"2021","October","Sweet_Potato",33.0809999999999
"2021","October","Tomato",255.303
"2021","October","Watermelon",255.303
"2021","September","Asparagus",562.572
"2021","September","Cabbage",862.572
"2021","September","Cantaloupe",138.231
"2021","September","Carrot",862.572
"2021","September","Cauliflower",862.572
"2021","September","Cucumber",267.597
"2021","September","Eggplant",562.572
"2021","September","Lettuce",862.572
"2021","September","Onion",862.572
"2021","September","Peas",892.572
"2021","September","Potato",1102.572
"2021","September","Pumpkin",267.597
"2021","September","Radish",862.572
"2021","September","Spinach",1012.572
"2021","September","Squash",267.597
"2021","September","Sweet_corn",562.572
"2021","September","Sweet_Potato",138.231
"2021","September","Tomato",562.572
"2021","September","Watermelon",562.572
"2022","April","Asparagus",65.5109999999998
"2022","April","Cabbage",211.222
"2022","April","Cantaloupe",2.172
"2022","April","Carrot",211.222
"2022","April","Cauliflower",211.222
"2022","April","Cucumber",9.97
"2022","April","Eggplant",65.5109999999998
"2022","April","Lettuce",211.222
"2022","April","Onion",211.222
"2022","April","Peas",232.165
"2022","April","Potato",424.26
"2022","April","Pumpkin",9.97
"2022","April","Radish",211.222
"2022","April","Spinach",334.662
"2022","April","Squash",9.97
"2022","April","Sweet_corn",65.5109999999998
"2022","April","Sweet_Potato",2.172
"2022","April","Tomato",65.5109999999998
"2022","April","Watermelon",65.5109999999998
"2022","July","Asparagus",626.876999999999
"2022","July","Cabbage",866.876999999999
"2022","July","Cantaloupe",266.876999999999
"2022","July","Carrot",866.876999999999
"2022","July","Cauliflower",866.876999999999
"2022","July","Cucumber",386.876999999999
"2022","July","Eggplant",626.876999999999
"2022","July","Lettuce",866.876999999999
"2022","July","Onion",866.876999999999
"2022","July","Peas",890.876999999999
"2022","July","Potato",1058.877
"2022","July","Pumpkin",386.876999999999
"2022","July","Radish",866.876999999999
"2022","July","Spinach",986.876999999999
"2022","July","Squash",386.876999999999
"2022","July","Sweet_corn",626.876999999999
"2022","July","Sweet_Potato",266.876999999999
"2022","July","Tomato",626.876999999999
"2022","July","Watermelon",626.876999999999
"2022","June","Asparagus",689.373
"2022","June","Cabbage",989.373
"2022","June","Cantaloupe",241.635
"2022","June","Carrot",989.373
"2022","June","Cauliflower",989.373
"2022","June","Cucumber",389.373
"2022","June","Eggplant",689.373
